# Mapping of OMA species codes to NCBI taxon IDs and scientific names.
# Note: OMA species codes are whenever possible identical to UniProt codes.
# Format: OMA code<tab>OMA Taxon ID<tab>NCBI Taxon ID<tab>GTDB genome accession<tab>Scientific name<tab>Genome source<tab>Version/Release
CHLGU	44316	44316	n/a	Chloebia gouldiae	Ensembl	Ensembl Vertebrates 50; GouldianFinch
CHLL2	-1323680257	290315	RS_GCF_000020465.1	Chlorobium limicola (strain DSM 245 / NBRC 103803 / 6330)	Genome Reviews	02-SEP-2008 (Rel. 95, Last updated, Version 1)
CHLL3	-907472204	319225	RS_GCF_000012485.1	Chlorobium luteolum (strain DSM 273 / BCRC 81028 / 2530)	EBI	30-JAN-2014 (Rel. 119, Last updated, Version 5)
CHLMU	-1318376510	243161	RS_GCF_000006685.1	Chlamydia muridarum (strain MoPn / Nigg)	EBI	03-FEB-2014 (Rel. 119, Last updated, Version 5)
CHLP1	-1369659336	929557	RS_GCF_000211155.1	Chlamydia psittaci (strain RD1)	EBI	02-MAR-2011 (Rel. 108, Last updated, Version 2)
CHLP6	-1348641887	331636	RS_GCF_000204255.1	Chlamydophila psittaci (strain ATCC VR-125 / 6BC)	EBI	22-MAY-2011 (Rel. 108, Last updated, Version 2)
CHLP8	-1024294342	517417	RS_GCF_000020505.1	Chlorobaculum parvum (strain DSM 263 / NCIMB 8327)	Genome Reviews	14-OCT-2008 (Rel. 97, Last updated, Version 2)
CHLPB	-1580299840	331678	RS_GCF_000020545.1	Chlorobium phaeobacteroides (strain BS1)	Genome Reviews	02-SEP-2008 (Rel. 95, Last updated, Version 1)
CHLPD	-2025113313	290317	RS_GCF_000015125.1	Chlorobium phaeobacteroides (strain DSM 266)	EBI	10-FEB-2007 (Rel. 90, Last updated, Version 2)
CHLPE	-995781940	331635	RS_GCF_000204135.1	Chlamydia pecorum (strain ATCC VR-628 / E58)	EBI	06-JUL-2011 (Rel. 109, Last updated, Version 2)
CHLPM	-14276987	290318	RS_GCF_000016085.1	Chlorobium phaeovibrioides (strain DSM 265 / 1930)	EBI	01-NOV-2007 (Rel. 93, Last updated, Version 2)
CHLPN	-169442426	83558	RS_GCF_001007125.1	Chlamydia pneumoniae CWL029	Genome Reviews	24-NOV-2009 (Rel. 114, Last updated, Version 113)
CHLPP	-285586723	406984	RS_GCF_000024145.1	Chlamydophila pneumoniae (strain LPCoLN)	Genome Reviews	09-FEB-2010 (Rel. 117, Last updated, Version 1)
CHLRE	3055	3055	n/a	Chlamydomonas reinhardtii	Phytozome	v4.3
CHLSB	60711	60711	n/a	Chlorocebus sabaeus	Ensembl	Ensembl 77; ChlSab1.1; 26-SEP-2014
CHLSY	-851523567	480224	RS_GCF_000022185.1	Chloroflexus aurantiacus (strain ATCC 29364 / DSM 637 / Y-400-fl)	Genome Reviews	16-JUN-2009 (Rel. 107, Last updated, Version 3)
CHLT0	-1496670390	707186	RS_GCF_000092705.1	Chlamydia trachomatis serovar G (strain G/11222)	Genome Reviews	07-JUN-2011 (Rel. 130, Last updated, Version 6)
CHLT1	-298938014	707183	RS_GCF_000092745.1	Chlamydia trachomatis serovar E (strain E/11023)	EBI	15-MAY-2014 (Rel. 120, Last updated, Version 4)
CHLT2	-22778235	471472	RS_GCF_000068585.1	Chlamydia trachomatis serovar L2 (strain 434/Bu / ATCC VR-902B)	Genome Reviews	01-JUL-2008 (Rel. 93, Last updated, Version 3)
CHLT3	-1151250175	517418	RS_GCF_000020525.1	Chloroherpeton thalassium (strain ATCC 35110 / GB-78)	Genome Reviews	23-SEP-2008 (Rel. 96, Last updated, Version 1)
CHLT4	-43312169	580047	RS_GCF_000226605.1	Chlamydia trachomatis serovar A (strain A2497)	EBI	15-MAY-2014 (Rel. 120, Last updated, Version 5)
CHLT5	-19492885	707184	RS_GCF_000092665.1	Chlamydia trachomatis serovar E (strain E/150)	EBI	26-MAY-2010 (Rel. 104, Last updated, Version 1)
CHLT7	-1830598039	707185	RS_GCF_000092685.1	Chlamydia trachomatis serovar G (strain G/9768)	Genome Reviews	07-JUN-2011 (Rel. 130, Last updated, Version 6)
CHLT9	-1922700800	718219	RS_GCF_000092805.1	Chlamydia trachomatis serovar G (strain G/9301)	EBI	15-MAY-2014 (Rel. 120, Last updated, Version 4)
CHLTA	-1847430033	315277	RS_GCF_000012125.1	Chlamydia trachomatis serovar A (strain ATCC VR-571B / DSM 19440 / HAR-13)	EBI	30-SEP-2005 (Rel. 85, Last updated, Version 2)
CHLTB	-155652023	471473	RS_GCF_000068525.2	Chlamydia trachomatis serovar L2b (strain UCH-1/proctitis)	Genome Reviews	01-JUL-2008 (Rel. 93, Last updated, Version 3)
CHLTC	-812315366	887712	RS_GCF_000220105.1	Chlamydia trachomatis (strain L2c)	EBI	07-JUL-2011 (Rel. 109, Last updated, Version 1)
CHLTD	-1758553157	759363	RS_GCF_000092485.1	Chlamydia trachomatis serovar D (strain D-EC)	Genome Reviews	08-MAR-2011 (Rel. 129, Last updated, Version 5)
CHLTE	-1196876461	194439	RS_GCF_000006985.1	Chlorobaculum tepidum (strain ATCC 49652 / DSM 12025 / NBRC 103806 / TLS)	Genome Reviews	01-SEP-2009 (Rel. 110, Last updated, Version 109)
CHLTF	-1984935529	981222	RS_GCF_000226295.1	Chloracidobacterium thermophilum (strain B)	EBI	10-FEB-2012 (Rel. 111, Last updated, Version 2)
CHLTG	-1228168836	707187	RS_GCF_000092725.1	Chlamydia trachomatis serovar G (strain G/11074)	EBI	02-FEB-2014 (Rel. 119, Last updated, Version 2)
CHLTJ	-1929633932	580049	RS_GCF_000026925.1	Chlamydia trachomatis serovar B (strain Jali20/OT)	Genome Reviews	09-FEB-2010 (Rel. 117, Last updated, Version 4)
CHLTL	-1553030348	759364	RS_GCF_000093005.1	Chlamydia trachomatis serovar D (strain D-LC)	EBI	26-AUG-2010 (Rel. 105, Last updated, Version 2)
CHLTR	-1088875325	272561	RS_GCF_000008725.1	Chlamydia trachomatis (strain D/UW-3/Cx)	Genome Reviews	02-MAR-2010 (Rel. 118, Last updated, Version 117)
CHLTS	-2055278948	634464	RS_GCF_000210495.1	Chlamydia trachomatis serovar E (strain Sweden2)	EBI	24-FEB-2010 (Rel. 103, Last updated, Version 1)
CHLTZ	-419069130	672161	RS_GCF_000026905.1	Chlamydia trachomatis serovar B (strain TZ1A828/OT)	EBI	27-FEB-2015 (Rel. 123, Last updated, Version 5)
CHLVA	554065	554065	n/a	Chlorella variabilis	EBI	04-NOV-2010 (Rel. 106, Last updated, Version 2)
CHOCR	2769	2769	n/a	Chondrus crispus	EnsemblGenomes	Ensembl Protists 31; ASM35022v2; 18-FEB-2016
CHOHO	9358	9358	n/a	Choloepus hoffmanni	Ensembl	Ensembl 70; choHof1; 11-DEC-2012
CHRP1	-1160277032	1517683	RS_GCF_000738495.1	Chryseobacterium sp. (strain P1-3)	EnsemblGenomes	Ensembl Bacteria 51; Chry1.0
CHRPI	8478	8478	n/a	Chrysemys picta bellii	Ensembl	Ensembl 95; Chrysemys_picta_bellii-3.0.3
CHRSD	-38452621	290398	RS_GCF_000055785.1	Chromohalobacter salexigens (strain ATCC BAA-138 / DSM 3043 / CIP 106854 / NCIMB 13768 / 1H11)	EBI	20-MAY-2006 (Rel. 87, Last updated, Version 3)
CHRTP	-238129635	251229	RS_GCF_000317125.1	Chroococcidiopsis thermalis (strain PCC 7203)	Ensembl	Ensembl Bacteria 44; ASM31712v1
CHRVO	-1582180926	243365	RS_GCF_000007705.1	Chromobacterium violaceum (strain ATCC 12472 / DSM 30191 / JCM 1249 / NBRC 12614 / NCIMB 9131 / NCTC 9757)	Genome Reviews	02-MAR-2010 (Rel. 118, Last updated, Version 118)
CHTCT	-1896112810	1303518	RS_GCF_000427095.1	Chthonomonas calidirosea (strain DSM 23976 / ICMP 18418 / T49)	EnsemblGenomes	Ensembl Bacteria 41; T49
CIMLE	79782	79782	n/a	Cimex lectularius	EnsemblGenomes	Ensembl Metazoa 53; Clec_2.0
CIOIN	7719	7719	n/a	Ciona intestinalis	Ensembl	Ensembl 70; KH; 11-DEC-2012
CIOSA	51511	51511	n/a	Ciona savignyi	Ensembl	Ensembl 70; CSAV2.0; 11-DEC-2012
CITBB	-1668150913	404380	RS_GCF_000020725.1	Citrifermentans bemidjiense (strain ATCC BAA-1014 / DSM 16622 / JCM 12645 / Bem)	Genome Reviews	16-DEC-2008 (Rel. 100, Last updated, Version 2)
CITCL	85681	85681	n/a	Citrus clementina	EnsemblGenomes	Ensembl Plants 50; Citrus_clementina_v1.0
CITK8	-1667953585	290338	RS_GCF_000018045.1	Citrobacter koseri (strain ATCC BAA-895 / CDC 4225-83 / SGSC4696)	Genome Reviews	15-JAN-2008 (Rel. 85, Last updated, Version 2)
CITRI	-1792899935	637910	RS_GCF_000027085.1	Citrobacter rodentium (strain ICC168)	Genome Reviews	10-AUG-2010 (Rel. 124, Last updated, Version 6)
CLAL4	306902	306902	n/a	Clavispora lusitaniae (strain ATCC 42720)	EnsemblGenomes	Ensembl Fungi 51; ASM383v1
CLAM3	-529085377	443906	RS_GCF_000063485.1	Clavibacter michiganensis subsp. michiganensis (strain NCPPB 382)	Genome Reviews	02-OCT-2007 (Rel. 81, Last updated, Version 2)
CLAMS	-678036898	31964	RS_GCF_000069225.1	Clavibacter michiganensis subsp. sepedonicus (strain ATCC 33113 / DSM 20744 / JCM 9667 / LMG 2889 / C-1)	Genome Reviews	29-APR-2008 (Rel. 90, Last updated, Version 1)
CLOAB	-270097068	272562	RS_GCF_000008765.1	Clostridium acetobutylicum (strain ATCC 824 / DSM 792 / JCM 1419 / LMG 5710 / VKM B-1787)	Genome Reviews	02-MAR-2010 (Rel. 118, Last updated, Version 117)
CLOAE	-1199735043	863638	RS_GCF_000191905.1	Clostridium acetobutylicum (strain EA 2018)	EBI	09-MAR-2011 (Rel. 108, Last updated, Version 1)
CLOAI	-458062894	459349	RS_GCF_000146065.2	Cloacimonas acidaminovorans (strain Evry)	EBI	27-FEB-2015 (Rel. 123, Last updated, Version 8)
CLOB0	-353318668	941968	RS_GCF_000253195.1	Clostridium botulinum (strain H04402 065 / Type A5)	EBI	08-FEB-2011 (Rel. 107, Last updated, Version 1)
CLOB1	-1935129970	441770	RS_GCF_000017025.1	Clostridium botulinum (strain ATCC 19397 / Type A)	Genome Reviews	23-OCT-2007 (Rel. 82, Last updated, Version 2)
CLOB2	-765600468	758678	GB_GCA_000092345.1	Clostridium botulinum (strain 230613 / Type F)	EBI	03-MAY-2010 (Rel. 104, Last updated, Version 1)
CLOB6	-1351315437	515621	RS_GCF_000020345.1	Clostridium botulinum (strain 657 / Type Ba4)	Genome Reviews	25-MAY-2010 (Rel. 121, Last updated, Version 13)
CLOB8	-1981129209	290402	RS_GCF_000016965.1	Clostridium beijerinckii (strain ATCC 51743 / NCIMB 8052)	Genome Reviews	18-MAR-2008 (Rel. 88, Last updated, Version 2)
CLOBA	-238881886	508767	RS_GCF_000020285.1	Clostridium botulinum (strain Alaska E43 / Type E3)	Genome Reviews	02-SEP-2008 (Rel. 95, Last updated, Version 2)
CLOBB	-1776341304	935198	RS_GCF_000020165.1	Clostridium botulinum (strain Eklund 17B / Type B)	Genome Reviews	02-SEP-2008 (Rel. 95, Last updated, Version 2)
CLOBH	-1568846809	441771	RS_GCF_000017045.1	Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A)	Genome Reviews	23-OCT-2007 (Rel. 82, Last updated, Version 2)
CLOBJ	-1939197884	536232	RS_GCF_000022765.1	Clostridium botulinum (strain Kyoto / Type A2)	Genome Reviews	09-FEB-2010 (Rel. 117, Last updated, Version 10)
CLOBK	-1531241774	498213	RS_GCF_000019305.1	Clostridium botulinum (strain Okra / Type B1)	Genome Reviews	01-JUL-2008 (Rel. 93, Last updated, Version 3)
CLOBL	-1848720965	441772	RS_GCF_000017065.1	Clostridium botulinum (strain Langeland / NCTC 10281 / Type F)	Genome Reviews	23-OCT-2007 (Rel. 82, Last updated, Version 2)
CLOBM	-447569635	498214	RS_GCF_000019545.1	Clostridium botulinum (strain Loch Maree / Type A3)	Genome Reviews	01-JUL-2008 (Rel. 93, Last updated, Version 3)
CLOC7	-1976781859	573061	RS_GCF_000145275.1	Clostridium cellulovorans (strain ATCC 35296 / DSM 3052 / OCM 3 / 743B)	EBI	23-NOV-2011 (Rel. 110, Last updated, Version 3)
CLOD6	-1063177255	272563	RS_GCF_000009205.2	Clostridioides difficile (strain 630)	EBI	04-MAR-2014 (Rel. 120, Last updated, Version 13)
CLODR	-90307504	645463	RS_GCF_000027105.1	Clostridioides difficile (strain R20291)	EBI	21-APR-2010 (Rel. 104, Last updated, Version 4)
CLOK5	-1428311909	431943	RS_GCF_000016505.1	Clostridium kluyveri (strain ATCC 8527 / DSM 555 / NCIMB 10680)	Genome Reviews	18-MAR-2008 (Rel. 88, Last updated, Version 2)
CLOLD	-2031138838	748727	RS_GCF_000143685.1	Clostridium ljungdahlii (strain ATCC 55383 / DSM 13528 / PETC)	EBI	28-JUL-2010 (Rel. 105, Last updated, Version 2)
CLONN	-1743554864	386415	RS_GCF_000014125.1	Clostridium novyi (strain NT)	EBI	30-NOV-2006 (Rel. 89, Last updated, Version 2)
CLOP1	-1856040578	195103	RS_GCF_000013285.1	Clostridium perfringens (strain ATCC 13124 / DSM 756 / JCM 1290 / NCIMB 6125 / NCTC 8237 / Type A)	EBI	03-AUG-2006 (Rel. 88, Last updated, Version 2)
CLOPE	-491071389	195102	RS_GCF_000009685.1	Clostridium perfringens (strain 13 / Type A)	Genome Reviews	01-SEP-2009 (Rel. 110, Last updated, Version 111)
CLOPS	-322245329	289380	GB_GCA_000013845.2	Clostridium perfringens (strain SM101 / Type A)	EBI	03-AUG-2006 (Rel. 88, Last updated, Version 2)
CLOS4	-324514695	1507	RS_GCF_000466605.1	Clostridium sp. (strain ATCC 29733 / VPI C48-50)	Ensembl	Ensembl Bacteria 44; ASM46660v1
CLOSS	-1263461042	1042156	RS_GCF_000270305.1	Clostridium sp. (strain SY8519)	EBI	22-SEP-2011 (Rel. 110, Last updated, Version 2)
CLOTE	-740289686	212717	RS_GCF_000007625.1	Clostridium tetani (strain Massachusetts / E88)	Genome Reviews	02-MAR-2010 (Rel. 118, Last updated, Version 117)
COCAP	210143	210143	n/a	Corchorus capsularis	EnsemblGenomes	Ensembl Plants 38; CCACVL1_1.0
COCH5	701091	701091	n/a	Cochliobolus heterostrophus (strain C5 / ATCC 48332 / race O)	EnsemblGenomes	Ensembl Fungi 48; CocheC5_3
COCIM	246410	246410	n/a	Coccidioides immitis (strain RS)	EnsemblGenomes	Ensembl Fungi 40; ASM14933v2
COCLU	5503	5503	n/a	Cochliobolus lunatus	JGI	JGI; Coclu2; 21-MAY-2012
COCPS	443226	443226	n/a	Coccidioides posadasii (strain RMSCC 757 / Silveira)	EnsemblGenomes	Ensembl Fungi 53; CPS2
COCSN	665912	665912	n/a	Cochliobolus sativus (strain ND90Pr / ATCC 201652)	EnsemblGenomes	Ensembl Fungi 40; Cocsa1
COFCA	49390	49390	n/a	Coffea canephora	EnsemblGenomes	Ensembl Plants 45; AUK_PRJEB4211_v1
COLAP	336983	336983	n/a	Colobus angolensis palliatus	Ensembl	Ensembl 94; Cang.pa_1.0
COLFT	-1898455195	1005048	RS_GCF_000221045.1	Collimonas fungivorans (strain Ter331)	EBI	23-NOV-2011 (Rel. 110, Last updated, Version 2)
COLGC	1237896	1237896	n/a	Colletotrichum gloeosporioides (strain Cg-14)	EnsemblGenomes	Ensembl Fungi 48; Colletotrichum_gloeosporioides1
COLGR	31870	31870	n/a	Colletotrichum graminicola	EnsemblGenomes	Ensembl Fungi 28; GCA_000149035.1; 29-JUL-2015
COLP3	-615581284	167879	RS_GCF_000012325.1	Colwellia psychrerythraea (strain 34H / ATCC BAA-681)	EBI	03-FEB-2014 (Rel. 119, Last updated, Version 6)
COLSU	1173701	1173701	n/a	Colletotrichum sublineola	EnsemblGenomes	Ensembl Fungi 28; GCA_000696135.1; 6-JUN-2015
CONA1	1168221	1168221	n/a	Coniosporium apollinis (strain CBS 100218)	EnsemblGenomes	Ensembl Fungi 40; Coni_apol_CBS100218_V1
CONC2	796925	796925	n/a	Conidiobolus coronatus (strain ATCC 28846 / CBS 209.66 / NRRL 28638)	EnsemblGenomes	Ensembl Fungi 51; Conidiobolus_coronatus_NRRL28638
CONPW	741705	741705	n/a	Coniophora puteana (strain RWD-64-598)	JGI	JGI; Conpu1; 07-MAR-2012
CONWI	-1775147140	469383	RS_GCF_000025265.1	Conexibacter woesei (strain DSM 14684 / CIP 108061 / JCM 11494 / NBRC 100937 / ID131577)	EBI	23-NOV-2011 (Rel. 110, Last updated, Version 4)
COPC7	240176	240176	n/a	Coprinopsis cinerea (strain Okayama-7 / 130 / ATCC MYA-4618 / FGSC 9003)	EnsemblGenomes	Ensembl Fungi 42; CC3
COPCI	5346	5346	n/a	Coprinopsis cinerea	JGI	JGI; Copci1; 07-MAR-2012
COPPD	-382319999	309798	RS_GCF_000020945.1	Coprothermobacter proteolyticus (strain ATCC 35245 / DSM 5265 / OCM 4 / BT)	Genome Reviews	16-DEC-2008 (Rel. 100, Last updated, Version 2)
CORA7	-553290207	548476	RS_GCF_000022905.1	Corynebacterium aurimucosum (strain ATCC 700975 / DSM 44827 / CIP 107346 / CN-1)	Genome Reviews	03-NOV-2009 (Rel. 113, Last updated, Version 5)
CORAD	-1754794190	583355	RS_GCF_000025905.1	Coraliomargarita akajimensis (strain DSM 45221 / IAM 15411 / JCM 23193 / KCTC 12865 / 04OKA010-24)	Genome Reviews	07-JUN-2011 (Rel. 130, Last updated, Version 7)
CORCM	-1629179519	1144275	RS_GCF_000255295.1	Corallococcus coralloides (strain ATCC 25202 / DSM 2259 / NBRC 100086 / M2)	EBI	15-MAY-2014 (Rel. 120, Last updated, Version 5)
CORD2	-1615309723	698966	RS_GCF_000241895.1	Corynebacterium diphtheriae (strain 241)	EBI	06-JUN-2012 (Rel. 113, Last updated, Version 3)
CORD3	-479566082	698962	RS_GCF_000241875.1	Corynebacterium diphtheriae (strain 31A)	EBI	06-JUN-2012 (Rel. 113, Last updated, Version 3)
CORD7	-641630236	698963	RS_GCF_000255175.1	Corynebacterium diphtheriae (strain ATCC 27012 / C7 (beta))	EBI	06-JUN-2012 (Rel. 113, Last updated, Version 2)
CORDD	-812617919	698965	RS_GCF_000255215.1	Corynebacterium diphtheriae (strain CDCE 8392)	EBI	15-MAY-2014 (Rel. 120, Last updated, Version 5)
CORDF	2714763	2714763	n/a	Cordyceps confragosa	EnsemblGenomes	Ensembl Fungi 52; ASM165321v1
CORDH	-999813657	698967	RS_GCF_000255235.1	Corynebacterium diphtheriae (strain HC01)	EBI	15-MAY-2014 (Rel. 120, Last updated, Version 5)
CORDI	-1114390149	257309	RS_GCF_000195815.1	Corynebacterium diphtheriae (strain ATCC 700971 / NCTC 13129 / Biotype gravis)	Genome Reviews	02-MAR-2010 (Rel. 118, Last updated, Version 119)
CORDJ	-551325947	698968	RS_GCF_000255155.1	Corynebacterium diphtheriae (strain HC02)	EBI	15-MAY-2014 (Rel. 120, Last updated, Version 6)
CORDK	-758639770	698969	RS_GCF_000242775.1	Corynebacterium diphtheriae (strain HC03)	EBI	15-MAY-2014 (Rel. 120, Last updated, Version 5)
CORDL	-469014817	698970	RS_GCF_000255195.1	Corynebacterium diphtheriae (strain HC04)	EBI	31-JAN-2014 (Rel. 119, Last updated, Version 3)
CORDV	-732754654	698971	RS_GCF_000255255.1	Corynebacterium diphtheriae (strain VA01)	EBI	15-MAY-2014 (Rel. 120, Last updated, Version 5)
CORDW	-2083095963	698964	RS_GCF_000255275.1	Corynebacterium diphtheriae (strain PW8)	EBI	15-MAY-2014 (Rel. 120, Last updated, Version 5)
COREF	-1146831567	196164	RS_GCF_000011305.1	Corynebacterium efficiens (strain DSM 44549 / YS-314 / AJ 12310 / JCM 11189 / NBRC 100395)	EBI	22-AUG-2012 (Rel. 113, Last updated, Version 7)
CORGB	-2004836998	340322	RS_GCF_000010225.1	Corynebacterium glutamicum (strain R)	Genome Reviews	26-JUN-2007 (Rel. 76, Last updated, Version 3)
CORGK	-821379539	1204414	RS_GCF_000382905.1	Corynebacterium glutamicum (strain ATCC 13032 / K051)	EBI	25-APR-2013 (Rel. 116, Last updated, Version 4)
CORGL	-1493475026	196627	RS_GCF_000011325.1	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	Genome Reviews	24-NOV-2009 (Rel. 114, Last updated, Version 112)
CORGP	-1270742505	700015	RS_GCF_000195315.1	Coriobacterium glomerans (strain ATCC 49209 / DSM 20642 / JCM 10262 / PW2)	EBI	12-OCT-2011 (Rel. 110, Last updated, Version 3)
CORJK	-1832876788	306537	RS_GCF_000006605.1	Corynebacterium jeikeium (strain K411)	EBI	14-NOV-2006 (Rel. 89, Last updated, Version 4)
CORK4	-1648488565	645127	RS_GCF_000023145.1	Corynebacterium kroppenstedtii (strain DSM 44385 / JCM 11950 / CIP 105744 / CCUG 35717)	Genome Reviews	22-DEC-2009 (Rel. 115, Last updated, Version 6)
CORLD	-2095675692	525263	RS_GCF_000159635.1	Corynebacterium lipophiloflavum (strain ATCC 700352 / DSM 44291 / CCUG 37336 / JCM 10383 / DMMZ 1944)	EnsemblGenomes	Ensembl Bacteria 41; ASM15963v1
CORMM	983644	983644	n/a	Cordyceps militaris (strain CM01)	EnsemblGenomes	Ensembl Fungi 40; CmilitarisCM01_v01
CORMO	1196302	1196302	n/a	Corvus moneduloides	Ensembl	Ensembl 107; bCorMon1.pri; GCA_009650955.1
CORP1	-1758704684	679896	RS_GCF_000144935.2	Corynebacterium pseudotuberculosis (strain 1002)	EBI	15-MAY-2014 (Rel. 120, Last updated, Version 7)
CORP2	-1781424302	681645	RS_GCF_000144675.2	Corynebacterium pseudotuberculosis (strain C231)	Genome Reviews	08-MAR-2011 (Rel. 129, Last updated, Version 4)
CORP9	-78005213	889513	RS_GCF_000152065.3	Corynebacterium pseudotuberculosis (strain I19)	EBI	27-OCT-2011 (Rel. 110, Last updated, Version 3)
CORPF	-774601421	765874	RS_GCF_000143705.2	Corynebacterium pseudotuberculosis (strain FRC41)	Genome Reviews	02-NOV-2010 (Rel. 126, Last updated, Version 1)
CORRG	-1725509421	662755	RS_GCF_000177535.2	Corynebacterium resistens (strain DSM 45100 / JCM 12819 / GTC 2026 / SICGH 158)	EBI	03-MAY-2012 (Rel. 112, Last updated, Version 3)
CORU7	-273657772	504474	RS_GCF_000069945.1	Corynebacterium urealyticum (strain ATCC 43042 / DSM 7109)	Genome Reviews	23-SEP-2008 (Rel. 96, Last updated, Version 1)
CORUB	-1155997348	945712	RS_GCF_000215665.1	Corynebacterium ulcerans (strain BR-AD22)	EBI	31-JAN-2014 (Rel. 119, Last updated, Version 3)
CORVD	-1938689423	858619	RS_GCF_000179395.2	Corynebacterium variabile (strain DSM 44702 / CIP 107183 / JCM 12073 / NCIMB 30131)	EBI	15-MAY-2014 (Rel. 120, Last updated, Version 5)
COXB1	-1678009517	434924	RS_GCF_000019885.1	Coxiella burnetii (strain CbuK_Q154)	EBI	15-MAY-2014 (Rel. 120, Last updated, Version 6)
COXB2	-2060497180	434923	RS_GCF_000019865.1	Coxiella burnetii (strain CbuG_Q212)	Genome Reviews	12-MAY-2009 (Rel. 106, Last updated, Version 6)
COXBN	-1492605330	434922	RS_GCF_000017105.1	Coxiella burnetii (strain Dugway 5J108-111)	Genome Reviews	18-MAR-2008 (Rel. 88, Last updated, Version 2)
COXBR	-2034936159	360115	RS_GCF_000018745.1	Coxiella burnetii (strain RSA 331 / Henzerling II)	Genome Reviews	18-MAR-2008 (Rel. 88, Last updated, Version 2)
COXBU	-50866533	227377	RS_GCF_000007765.2	Coxiella burnetii (strain RSA 493 / Nine Mile phase I)	Genome Reviews	02-MAR-2010 (Rel. 118, Last updated, Version 118)
CRAGI	29159	29159	n/a	Crassostrea gigas	EnsemblGenomes	Ensembl Metazoa 21; GCA_000297895.1; 29-NOV-2013
CREAS	-1123281514	1052801	GB_GCA_000380705.1	Crenarchaeota archaeon SCGC AAA471-B05	NCBI	NZ_AQYM01000033.1  GI:484235638
CREFR	470921	470921	n/a	Creolimax fragrantissima	Multicellgenome	Multicellgenome; GCA_002024145.1; 15-OCT-2015
CRIGR	10029	10029	n/a	Cricetulus griseus	EnsemblGenomes	Ensembl  41; CriGri_1.0
CROAH	-1261756355	216432	RS_GCF_000196315.1	Croceibacter atlanticus (strain ATCC BAA-628 / HTCC2559 / KCTC 12090)	EBI	07-SEP-2010 (Rel. 106, Last updated, Version 2)
CROPO	8502	8502	n/a	Crocodylus porosus	Ensembl	Ensembl Vertebrates 52; CroPor_comp1
CROS5	-1352647408	43989	RS_GCF_000017845.1	Crocosphaera subtropica (strain ATCC 51142 / BH68)	Genome Reviews	02-SEP-2008 (Rel. 95, Last updated, Version 2)
CROS8	-490656496	290339	RS_GCF_000017665.1	Cronobacter sakazakii (strain ATCC BAA-894)	Genome Reviews	04-DEC-2007 (Rel. 84, Last updated, Version 2)
CROTZ	-1543055945	693216	GB_GCA_000027065.2	Cronobacter turicensis (strain DSM 18703 / CCUG 55852 / LMG 23827 / z3032)	EBI	16-AUG-2011 (Rel. 109, Last updated, Version 9)
CRYCD	-893961519	469378	RS_GCF_000023845.1	Cryptobacterium curtum (strain ATCC 700683 / DSM 15641 / CCUG 43107 / 12-3)	Genome Reviews	22-DEC-2009 (Rel. 115, Last updated, Version 3)
CRYGA	552467	552467	n/a	Cryptococcus gattii	BROAD Institute	SCNB1; 12-Feb-2007
CRYGR	294750	294750	n/a	Cryptococcus gattii serotype B (strain R265)	EnsemblGenomes	Ensembl Fungi 40; CNB2
CRYMR	441375	441375	n/a	Cryptosporidium muris (strain RN66)	EnsemblGenomes	Ensembl Protists 31; JCVI-cmg-v1_0; 18-FEB-2016
CRYNJ	214684	214684	n/a	Cryptococcus neoformans var. neoformans serotype D (strain JEC21 / ATCC MYA-565)	EnsemblGenomes	Ensembl Fungi 21; GCA_000091045.1; 5-DEC-2013
CRYPA	5116	5116	n/a	Cryphonectria parasitica	JGI	JGI; Crypa2; 07-MAR-2012
CRYPI	353152	353152	n/a	Cryptosporidium parvum (strain Iowa II)	EnsemblGenomes	Ensembl Protists 31; ASM16534v1; 18-FEB-2016
CRYPV	5807	5807	n/a	Cryptosporidium parvum	EBI	27-FEB-2007 (Rel. 90, Last updated, Version 1)
CUCSA	3659	3659	n/a	Cucumis sativus	EnsemblGenomes	Ensembl Plants 38; ASM407v2
CULQU	7176	7176	n/a	Culex quinquefasciatus	EnsemblGenomes	Ensembl Metazoa v6; CpipJ1; 12-AUG-2010
CULSO	179676	179676	n/a	Culicoides sonorensis	EnsemblGenomes	Ensembl Metazoa 42; Cson1
CUPMC	-826678974	266264	RS_GCF_000196015.1	Cupriavidus metallidurans (strain ATCC 43123 / DSM 2839 / NBRC 102507 / CH34)	EBI	29-APR-2006 (Rel. 87, Last updated, Version 2)
CUPNH	-951884297	381666	RS_GCF_004798725.1	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337)	Genome Reviews	07-JUN-2011 (Rel. 130, Last updated, Version 64)
CUPNN	-516369777	1042878	RS_GCF_000219215.1	Cupriavidus necator (strain ATCC 43291 / DSM 13513 / CCUG 52238 / LMG 8453 / N-1)	EBI	15-MAY-2014 (Rel. 120, Last updated, Version 6)
CUPPJ	-623654834	264198	RS_GCF_000203875.1	Cupriavidus pinatubonensis (strain JMP 134 / LMG 1197)	Genome Reviews	07-JUN-2011 (Rel. 130, Last updated, Version 87)
