GO_term_def,Gene_name,Association_score,Disease_association,Full_name
intracellular,RARG,0.04927608202511129,Arthrogryposis syndrome,retinoic acid receptor gamma
intracellular,RARS2,0.1182655534991046,Intellectual disability,"arginyl-tRNA synthetase 2, mitochondrial"
intracellular,RARS2,0.14598404260045722,Intellectual disability,"arginyl-tRNA synthetase 2, mitochondrial"
intracellular,RASA2,0.1182655534991046,Intellectual disability,RAS p21 protein activator 2
intracellular,RASA2,0.1182655534991046,Intellectual disability,RAS p21 protein activator 2
intracellular,RASGRF1,0.0413929437246866,Intellectual disability,Ras protein specific guanine nucleotide releasing factor 1
intracellular,RB1,0.06667093934092493,Arthrogryposis syndrome,RB transcriptional corepressor 1
intracellular,RBCK1,0.04967153246962393,Intellectual disability,RANBP2-type and C3HC4-type zinc finger containing 1
intracellular,RBFOX1,0.01734972095603183,Arthrogryposis syndrome,RNA binding fox-1 homolog 1
intracellular,RBM4B,0.04474872880522369,Intellectual disability,RNA binding motif protein 4B
intracellular,RBMS2,0.04564646754297733,Abnormal pattern of respiration,RNA binding motif single stranded interacting protein 2
intracellular,RBP4,0.01533756396941512,Arthrogryposis syndrome,retinol binding protein 4
intracellular,RDH14,0.25870589827929125,Intellectual disability,retinol dehydrogenase 14
intracellular,RDH14,0.25870589827929125,Intellectual disability,retinol dehydrogenase 14
intracellular,RDH16,0.01552235389675747,Arthrogryposis syndrome,retinol dehydrogenase 16
intracellular,RDH5,0.01589193375144217,Arthrogryposis syndrome,retinol dehydrogenase 5
intracellular,RELCH,0.03132558848307532,Intellectual disability,"RAB11 binding and LisH domain, coiled-coil and HEAT repeat containing"
intracellular,RELL1,0.0413929437246866,Intellectual disability,RELT like 1
intracellular,RELN,0.15456299482482533,Intellectual disability,reelin
intracellular,RELN,0.14598404260045722,Intellectual disability,reelin
intracellular,RELN,0.01767063946318305,Arthrogryposis syndrome,reelin
intracellular,RELT,0.0398998411117604,Arthrogryposis syndrome,RELT TNF receptor
intracellular,REN,0.0471166481099017,Arthrogryposis syndrome,renin
intracellular,RERE,0.1182655534991046,Intellectual disability,arginine-glutamic acid dipeptide repeats
intracellular,RERE,0.1182655534991046,Intellectual disability,arginine-glutamic acid dipeptide repeats
intracellular,REST,0.01363092632933776,Intellectual disability,RE1 silencing transcription factor
intracellular,RET,0.05058186310546919,Arthrogryposis syndrome,ret proto-oncogene
intracellular,RETN,0.01467026700956774,Arthrogryposis syndrome,resistin
intracellular,REV3L,0.03547966604973137,Intellectual disability,"REV3 like, DNA directed polymerase zeta catalytic subunit"
intracellular,RFXAP,0.0413929437246866,Intellectual disability,regulatory factor X associated protein
intracellular,RGS2,0.03506635257890898,Arthrogryposis syndrome,regulator of G protein signaling 2
intracellular,RGS22,0.07860535395231538,Intellectual disability,regulator of G protein signaling 22
intracellular,RGS4,0.04738937686694589,Intellectual disability,regulator of G protein signaling 4
intracellular,RIC3,0.01182655534991045,Arthrogryposis syndrome,RIC3 acetylcholine receptor chaperone
intracellular,RILP,0.0413929437246866,Intellectual disability,Rab interacting lysosomal protein
intracellular,RIMKLB,0.04967153246962393,Intellectual disability,ribosomal modification protein rimK like family member B
intracellular,RING1,0.03695059387137649,Arthrogryposis syndrome,ring finger protein 1
intracellular,RIPK4,0.7520367663687086,Arthrogryposis syndrome,receptor interacting serine/threonine kinase 4
intracellular,RLIM,0.6070290709453331,Intellectual disability,"ring finger protein, LIM domain interacting"
intracellular,RLIM,0.1847899273423509,Intellectual disability,"ring finger protein, LIM domain interacting"
intracellular,RLIM,0.03377959871818174,Arthrogryposis syndrome,"ring finger protein, LIM domain interacting"
intracellular,RNASE2,0.0319686574302267,Arthrogryposis syndrome,ribonuclease A family member 2
intracellular,RNASE3,0.04984756209640217,Arthrogryposis syndrome,ribonuclease A family member 3
intracellular,RNASEH2C,0.04440317164109349,Arthrogryposis syndrome,ribonuclease H2 subunit C
intracellular,RNF112,0.05220685027276097,Intellectual disability,ring finger protein 112
intracellular,RNF19A,0.15563710048807627,Intellectual disability,"ring finger protein 19A, RBR E3 ubiquitin protein ligase"
intracellular,RNF19A,0.04370264067684164,Intellectual disability,"ring finger protein 19A, RBR E3 ubiquitin protein ligase"
intracellular,RNF20,0.04370281781646598,Intellectual disability,ring finger protein 20
intracellular,ROBO1,0.1609725589293368,Intellectual disability,roundabout guidance receptor 1
intracellular,ROBO1,0.1609725589293368,Intellectual disability,roundabout guidance receptor 1
intracellular,ROBO1,0.0430283345816664,Arthrogryposis syndrome,roundabout guidance receptor 1
intracellular,ROMO1,0.0413929437246866,Intellectual disability,reactive oxygen species modulator 1
intracellular,ROR2,0.39536994832908606,Arthrogryposis syndrome,receptor tyrosine kinase like orphan receptor 2
intracellular,RORA,0.15781013597554933,Intellectual disability,RAR related orphan receptor A
intracellular,RORA,0.3476103855451112,Intellectual disability,RAR related orphan receptor A
intracellular,RORA,0.0317247347261348,Arthrogryposis syndrome,RAR related orphan receptor A
intracellular,RPGRIP1L,0.07181297146021584,Abnormal pattern of respiration,RPGRIP1 like
intracellular,RPGRIP1L,0.0406537840153172,Arthrogryposis syndrome,RPGRIP1 like
intracellular,RPL17,0.03637267560797299,Arthrogryposis syndrome,ribosomal protein L17
intracellular,RPL38,0.0614979894047449,Arthrogryposis syndrome,ribosomal protein L38
intracellular,RPS27A,0.03474050634036196,Arthrogryposis syndrome,ribosomal protein S27a
intracellular,RPS6KA3,0.666733992931547,Intellectual disability,ribosomal protein S6 kinase A3
intracellular,RPS6KA3,0.4430338508032863,Intellectual disability,ribosomal protein S6 kinase A3
intracellular,RPS6KA3,0.03049772960858159,Arthrogryposis syndrome,ribosomal protein S6 kinase A3
intracellular,RPS7,0.03080817668651674,Arthrogryposis syndrome,ribosomal protein S7
intracellular,RRS1,0.0413929437246866,Intellectual disability,ribosome biogenesis regulator 1 homolog
intracellular,RSPH9,0.04370281781646598,Intellectual disability,radial spoke head component 9
intracellular,RUBCN,0.4157773365202895,Intellectual disability,rubicon autophagy regulator
intracellular,RUBCN,0.4157773365202895,Intellectual disability,rubicon autophagy regulator
intracellular,RUNX1,0.01576627660084938,Arthrogryposis syndrome,RUNX family transcription factor 1
intracellular,RUNX2,0.07112302517676683,Arthrogryposis syndrome,RUNX family transcription factor 2
intracellular,RUNX3,0.04453622038877999,Arthrogryposis syndrome,RUNX family transcription factor 3
intracellular,RXYLT1,0.04213210343405601,Intellectual disability,ribitol xylosyltransferase 1
intracellular,RYK,0.03079339349232935,Arthrogryposis syndrome,receptor like tyrosine kinase
intracellular,RYR1,0.6454465282257698,Arthrogryposis syndrome,ryanodine receptor 1
intracellular,RYR2,0.03151037841041768,Arthrogryposis syndrome,ryanodine receptor 2
intracellular,RYR3,0.06208941558702991,Intellectual disability,ryanodine receptor 3
intracellular,RYR3,0.1478319418738807,Arthrogryposis syndrome,ryanodine receptor 3
intracellular,SACS,0.03497703744736018,Arthrogryposis syndrome,sacsin molecular chaperone
intracellular,SAFB2,0.03132558848307532,Intellectual disability,scaffold attachment factor B2
intracellular,SALL1,0.04932967110404058,Arthrogryposis syndrome,spalt like transcription factor 1
intracellular,SALL4,0.05195368807230195,Arthrogryposis syndrome,spalt like transcription factor 4
intracellular,SAMD11,0.03104470779351495,Intellectual disability,sterile alpha motif domain containing 11
intracellular,SAMD9L,0.26609749537298527,Intellectual disability,sterile alpha motif domain containing 9 like
intracellular,SAMD9L,0.26609749537298527,Intellectual disability,sterile alpha motif domain containing 9 like
intracellular,SATB2,0.6141669200022956,Intellectual disability,SATB homeobox 2
intracellular,SATB2,0.03157690278426092,CLIFAHDD,SATB homeobox 2
intracellular,SATB2,0.5179339607945046,Intellectual disability,SATB homeobox 2
intracellular,SATB2,0.06366280414133706,Arthrogryposis syndrome,SATB homeobox 2
intracellular,SBDS,0.3400134663099256,Intellectual disability,SBDS ribosome maturation factor
intracellular,SBDS,0.3400134663099256,Intellectual disability,SBDS ribosome maturation factor
intracellular,SBK1,0.0413929437246866,Intellectual disability,SH3 domain binding kinase 1
intracellular,SC5D,0.04901527157488171,Arthrogryposis syndrome,sterol-C5-desaturase
intracellular,SCAPER,0.3400134663099256,Intellectual disability,S-phase cyclin A associated protein in the ER
intracellular,SCAPER,0.4699310513386729,Intellectual disability,S-phase cyclin A associated protein in the ER
intracellular,SCG3,0.04967153246962393,Intellectual disability,secretogranin III
intracellular,SCHIP1,0.03338784407221595,Arthrogryposis syndrome,schwannomin interacting protein 1
intracellular,SCN1A,0.49943004656156487,Intellectual disability,sodium voltage-gated channel alpha subunit 1
intracellular,SCN1A,0.5089738231777802,Intellectual disability,sodium voltage-gated channel alpha subunit 1
intracellular,SCN1A,0.12910127552471243,Arthrogryposis syndrome,sodium voltage-gated channel alpha subunit 1
intracellular,SCN3A,0.12196135204595158,Intellectual disability,sodium voltage-gated channel alpha subunit 3
intracellular,SCN3A,0.12011345277252808,Intellectual disability,sodium voltage-gated channel alpha subunit 3
intracellular,SCN3B,0.03238258686747358,Arthrogryposis syndrome,sodium voltage-gated channel beta subunit 3
intracellular,SCN5A,0.3440612896683598,Arthrogryposis syndrome,sodium voltage-gated channel alpha subunit 5
intracellular,SCN8A,0.3980859595208157,Intellectual disability,sodium voltage-gated channel alpha subunit 8
intracellular,SCN8A,0.4635342609717441,Intellectual disability,sodium voltage-gated channel alpha subunit 8
intracellular,SCN8A,0.3445747490136946,Arthrogryposis syndrome,sodium voltage-gated channel alpha subunit 8
intracellular,SCNN1B,0.03263390116865916,Arthrogryposis syndrome,sodium channel epithelial 1 subunit beta
intracellular,SCNN1G,0.01293529491396456,Arthrogryposis syndrome,sodium channel epithelial 1 subunit gamma
intracellular,SCYL2,0.5081723001914649,Arthrogryposis syndrome,SCY1 like pseudokinase 2
intracellular,SDC1,0.01152883824474778,Arthrogryposis syndrome,syndecan 1
intracellular,SEC14L1,0.04967153246962393,Intellectual disability,SEC14 like lipid binding 1
intracellular,SEC24D,0.25870589827929125,Intellectual disability,"SEC24 homolog D, COPII coat complex component"
intracellular,SEC24D,0.25870589827929125,Intellectual disability,"SEC24 homolog D, COPII coat complex component"
intracellular,SEC61B,0.0491190105868703,Intellectual disability,SEC61 translocon subunit beta
intracellular,SEL1L,0.035080519806671893,Arthrogryposis syndrome,SEL1L adaptor subunit of ERAD E3 ubiquitin ligase
intracellular,SELENBP1,0.01478319418738807,Arthrogryposis syndrome,selenium binding protein 1
intracellular,SELENON,0.06706623687551307,Arthrogryposis syndrome,selenoprotein N
intracellular,SELENON,0.03131080528888794,IHPRF,selenoprotein N
intracellular,SEPSECS,0.26609749537298527,Arthrogryposis syndrome,Sep (O-phosphoserine) tRNA:Sec (selenocysteine) tRNA synthase
intracellular,SERAC1,0.03596011986082148,Intellectual disability,serine active site containing 1
intracellular,SERPINB2,0.0413929437246866,Intellectual disability,serpin family B member 2
intracellular,SERPINE1,0.01184768467436904,Arthrogryposis syndrome,serpin family E member 1
intracellular,SETBP1,0.5598654885678432,Intellectual disability,SET binding protein 1
intracellular,SETBP1,0.4515726225088474,Intellectual disability,SET binding protein 1
intracellular,SETBP1,0.42501683288740705,Arthrogryposis syndrome,SET binding protein 1
intracellular,SETD1A,0.26609749537298527,Intellectual disability,"SET domain containing 1A, histone lysine methyltransferase"
intracellular,SETD1A,0.31229497720857297,Intellectual disability,"SET domain containing 1A, histone lysine methyltransferase"
intracellular,SETD1A,0.02179897192058472,Abnormal pattern of respiration,"SET domain containing 1A, histone lysine methyltransferase"
intracellular,SETD2,0.3827204717401579,Intellectual disability,"SET domain containing 2, histone lysine methyltransferase"
intracellular,SETD2,0.3827204717401579,Intellectual disability,"SET domain containing 2, histone lysine methyltransferase"
intracellular,SETD5,0.5518434604877915,Intellectual disability,SET domain containing 5
intracellular,SETD5,0.4847737889470935,Intellectual disability,SET domain containing 5
intracellular,SETD6,0.03104470779351495,Intellectual disability,"SET domain containing 6, protein lysine methyltransferase"
intracellular,SFN,0.0327152087366898,CLIFAHDD,stratifin
intracellular,SFN,0.05927928151767633,Arthrogryposis syndrome,stratifin
intracellular,SFN,0.04425698227635154,IHPRF,stratifin
intracellular,SFTPC,0.26609749537298527,IHPRF,surfactant protein C
intracellular,SGCA,0.05462780364308726,Arthrogryposis syndrome,sarcoglycan alpha
intracellular,SGCB,0.04952493246059899,Arthrogryposis syndrome,sarcoglycan beta
intracellular,SGCG,0.04260701354732585,Arthrogryposis syndrome,sarcoglycan gamma
intracellular,SGCG,0.03119993133248252,IHPRF,sarcoglycan gamma
intracellular,SGIP1,0.0413929437246866,Intellectual disability,SH3GL interacting endocytic adaptor 1
intracellular,SGK1,0.01887937091014351,Arthrogryposis syndrome,serum/glucocorticoid regulated kinase 1
intracellular,SGPP1,0.03292956505240693,Intellectual disability,sphingosine-1-phosphate phosphatase 1
intracellular,SGSH,0.26609749537298527,Intellectual disability,N-sulfoglucosamine sulfohydrolase
intracellular,SGSH,0.26609749537298527,Intellectual disability,N-sulfoglucosamine sulfohydrolase
intracellular,SH2B3,0.07793346760981824,Arthrogryposis syndrome,SH2B adaptor protein 3
intracellular,SH3PXD2B,0.04654386028828388,Arthrogryposis syndrome,SH3 and PX domains 2B
intracellular,SH3TC2,0.1478319418738807,Arthrogryposis syndrome,SH3 domain and tetratricopeptide repeats 2
intracellular,SHANK2,0.31813059609015254,Intellectual disability,SH3 and multiple ankyrin repeat domains 2
intracellular,SHANK2,0.30141290370952345,Intellectual disability,SH3 and multiple ankyrin repeat domains 2
intracellular,SHANK3,0.5436966013523487,Intellectual disability,SH3 and multiple ankyrin repeat domains 3
intracellular,SHANK3,0.5316374160161284,Intellectual disability,SH3 and multiple ankyrin repeat domains 3
intracellular,SHH,0.06627088944648736,Arthrogryposis syndrome,sonic hedgehog signaling molecule
intracellular,SHISA3,0.22642480779682225,Abnormal pattern of respiration,shisa family member 3
intracellular,SHROOM4,0.15313951923143598,Intellectual disability,shroom family member 4
intracellular,SHROOM4,0.15091177399625322,Intellectual disability,shroom family member 4
intracellular,SHTN1,0.03690624428881432,Arthrogryposis syndrome,shootin 1
intracellular,SIGMAR1,0.0413929437246866,Intellectual disability,sigma non-opioid intracellular receptor 1
intracellular,SIK3,0.04017517810350051,Arthrogryposis syndrome,SIK family kinase 3
intracellular,SIL1,0.01410563112046612,Intellectual disability,SIL1 nucleotide exchange factor
intracellular,SIM1,0.31769404002662865,Abnormal pattern of respiration,SIM bHLH transcription factor 1
intracellular,SIM2,0.04035442433302259,Arthrogryposis syndrome,SIM bHLH transcription factor 2
intracellular,SIN3A,0.1182655534991046,Intellectual disability,SIN3 transcription regulator family member A
intracellular,SIN3A,0.1182655534991046,Intellectual disability,SIN3 transcription regulator family member A
intracellular,SIPA1L1,0.03479963911711152,Intellectual disability,signal induced proliferation associated 1 like 1
intracellular,SIX1,0.03088948425454737,Intellectual disability,SIX homeobox 1
intracellular,SIX1,0.05827859874071435,Arthrogryposis syndrome,SIX homeobox 1
intracellular,SIX1,0.03056425398242484,IHPRF,SIX homeobox 1
intracellular,SKAP1,0.03664499278456765,Abnormal pattern of respiration,src kinase associated phosphoprotein 1
intracellular,SKI,0.16708089263870893,Intellectual disability,SKI proto-oncogene
intracellular,SKI,0.16708089263870893,Intellectual disability,SKI proto-oncogene
intracellular,SLBP,0.04967153246962393,Intellectual disability,stem-loop binding protein
intracellular,SLC10A7,0.05033624237048851,Arthrogryposis syndrome,solute carrier family 10 member 7
intracellular,SLC17A5,0.01355582918624609,Arthrogryposis syndrome,solute carrier family 17 member 5
intracellular,SLC17A6,0.03094861703129692,Arthrogryposis syndrome,solute carrier family 17 member 6
intracellular,SLC18A3,0.05509696473639534,Intellectual disability,solute carrier family 18 member A3
intracellular,SLC18A3,0.381339475016486,Arthrogryposis syndrome,solute carrier family 18 member A3
intracellular,SLC24A4,0.04045421089378745,Arthrogryposis syndrome,solute carrier family 24 member 4
intracellular,SLC25A15,0.1182655534991046,Intellectual disability,solute carrier family 25 member 15
intracellular,SLC25A15,0.1182655534991046,Intellectual disability,solute carrier family 25 member 15
intracellular,SLC25A18,0.03686189470625215,Intellectual disability,solute carrier family 25 member 18
intracellular,SLC25A20,0.0283227588161995,Abnormal pattern of respiration,solute carrier family 25 member 20
intracellular,SLC25A44,0.03863587800873872,Intellectual disability,solute carrier family 25 member 44
intracellular,SLC27A4,0.05078027203367803,Intellectual disability,solute carrier family 27 member 4
intracellular,SLC2A1,0.4988381461268721,Intellectual disability,solute carrier family 2 member 1
intracellular,SLC2A1,0.5020320461056287,Intellectual disability,solute carrier family 2 member 1
intracellular,SLC2A1,0.0161280542141574,Arthrogryposis syndrome,solute carrier family 2 member 1
intracellular,SLC32A1,0.04340161023489796,Arthrogryposis syndrome,solute carrier family 32 member 1
intracellular,SLC35A2,0.0116417654225681,Arthrogryposis syndrome,solute carrier family 35 member A2
intracellular,SLC35A3,0.7048224119138943,Arthrogryposis syndrome,solute carrier family 35 member A3
intracellular,SLC35B4,0.03547966604973137,Intellectual disability,solute carrier family 35 member B4
intracellular,SLC39A13,0.05384209740424173,Arthrogryposis syndrome,solute carrier family 39 member 13
intracellular,SLC39A14,0.03161386076972939,Arthrogryposis syndrome,solute carrier family 39 member 14
intracellular,SLC39A4,0.0413929437246866,Intellectual disability,solute carrier family 39 member 4
intracellular,SLC39A4,0.01478319418738807,Arthrogryposis syndrome,solute carrier family 39 member 4
intracellular,SLC44A2,0.0307268691184861,Arthrogryposis syndrome,solute carrier family 44 member 2
intracellular,SLC45A2,0.03104470779351495,Intellectual disability,solute carrier family 45 member 2
intracellular,SLC46A1,0.11087395640541052,Intellectual disability,solute carrier family 46 member 1
intracellular,SLC46A1,0.11087395640541052,Intellectual disability,solute carrier family 46 member 1
intracellular,SLC4A7,0.06800269326198514,Arthrogryposis syndrome,solute carrier family 4 member 7
intracellular,SLC5A5,0.03755304563539323,Arthrogryposis syndrome,solute carrier family 5 member 5
intracellular,SLC6A3,0.06852626472278847,Intellectual disability,solute carrier family 6 member 3
intracellular,SLC6A3,0.03793521620089898,Arthrogryposis syndrome,solute carrier family 6 member 3
intracellular,SLC6A4,0.10588052192433722,Intellectual disability,solute carrier family 6 member 4
intracellular,SLC7A5,0.0620894155870299,Arthrogryposis syndrome,solute carrier family 7 member 5
intracellular,SLC9A6,0.5454929872228799,Intellectual disability,solute carrier family 9 member A6
intracellular,SLC9A6,0.44538273610194906,Intellectual disability,solute carrier family 9 member A6
intracellular,SMAD2,0.01336647141109671,Arthrogryposis syndrome,SMAD family member 2
intracellular,SMAD3,0.04114347732277442,Arthrogryposis syndrome,SMAD family member 3
intracellular,SMAD4,0.3400134663099256,Intellectual disability,SMAD family member 4
intracellular,SMAD4,0.3400134663099256,Intellectual disability,SMAD family member 4
intracellular,SMAD7,0.07391597093694036,Arthrogryposis syndrome,SMAD family member 7
intracellular,SMARCA1,0.01661056124666243,Intellectual disability,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 1"
intracellular,SMARCA2,0.5069438369206879,Intellectual disability,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2"
intracellular,SMARCA2,0.49682338029035383,Intellectual disability,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2"
intracellular,SMARCA2,0.012175602990446,Arthrogryposis syndrome,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2"
intracellular,SMARCA4,0.5526354956538098,Intellectual disability,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4"
intracellular,SMARCA4,0.4165472945508827,Intellectual disability,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4"
intracellular,SMARCAD1,0.0413929437246866,Intellectual disability,"SWI/SNF-related, matrix-associated actin-dependent regulator of chromatin, subfamily a, containing DEAD/H box 1"
intracellular,SMARCB1,0.6056352039940501,Intellectual disability,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1"
intracellular,SMARCB1,0.1182655534991046,Intellectual disability,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1"
intracellular,SMARCC1,0.02660974953729852,Arthrogryposis syndrome,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin subfamily c member 1"
intracellular,SMARCC2,0.3400134663099256,Intellectual disability,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin subfamily c member 2"
intracellular,SMARCC2,0.3400134663099256,Intellectual disability,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin subfamily c member 2"
intracellular,SMARCC2,0.01773983302486568,Arthrogryposis syndrome,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin subfamily c member 2"
intracellular,SMARCE1,0.1182655534991046,Intellectual disability,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1"
intracellular,SMARCE1,0.1182655534991046,Intellectual disability,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1"
intracellular,SMC1A,0.26646707522767,Intellectual disability,structural maintenance of chromosomes 1A
intracellular,SMC1A,0.26609749537298527,Intellectual disability,structural maintenance of chromosomes 1A
intracellular,SMC3,0.29603346360244615,Intellectual disability,structural maintenance of chromosomes 3
intracellular,SMC3,0.2956638837477614,Intellectual disability,structural maintenance of chromosomes 3
intracellular,SMG9,0.04370281781646598,Intellectual disability,SMG9 nonsense mediated mRNA decay factor
intracellular,SMG9,0.03276694991634566,Arthrogryposis syndrome,SMG9 nonsense mediated mRNA decay factor
intracellular,SMN1,0.3720723114908025,Arthrogryposis syndrome,"survival of motor neuron 1, telomeric"
intracellular,SMPD1,0.3400134663099256,Intellectual disability,sphingomyelin phosphodiesterase 1
intracellular,SMPD1,0.3400134663099256,Intellectual disability,sphingomyelin phosphodiesterase 1
intracellular,SMPD3,0.05339725671859332,Arthrogryposis syndrome,sphingomyelin phosphodiesterase 3
intracellular,SMS,0.33299144907091627,Intellectual disability,spermine synthase
intracellular,SMS,0.3326218692162316,Intellectual disability,spermine synthase
intracellular,SNAI2,0.01039956646654452,Arthrogryposis syndrome,snail family transcriptional repressor 2
intracellular,SNAP25,0.2790777045054011,Intellectual disability,synaptosome associated protein 25
intracellular,SNAP25,0.26609749537298527,Intellectual disability,synaptosome associated protein 25
intracellular,SNAP25,0.07391597093694036,Abnormal pattern of respiration,synaptosome associated protein 25
intracellular,SNRNP27,0.0413929437246866,Intellectual disability,small nuclear ribonucleoprotein U4/U6.U5 subunit 27
intracellular,SNRPB,0.25870589827929125,Intellectual disability,small nuclear ribonucleoprotein polypeptides B and B1
intracellular,SNRPB,0.25870589827929125,Intellectual disability,small nuclear ribonucleoprotein polypeptides B and B1
intracellular,SNX11,0.04443466457533477,Abnormal pattern of respiration,sorting nexin 11
intracellular,SNX18,0.04967153246962393,Intellectual disability,sorting nexin 18
intracellular,SNX22,0.05300144696033308,Intellectual disability,sorting nexin 22
intracellular,SNX25,0.0413929437246866,Intellectual disability,sorting nexin 25
intracellular,SNX31,0.02173834763041561,Intellectual disability,sorting nexin 31
intracellular,SOAT1,0.01659094041140663,Arthrogryposis syndrome,sterol O-acyltransferase 1
intracellular,SOBP,0.496272876432564,Intellectual disability,sine oculis binding protein homolog
intracellular,SOCS1,0.04471916241684891,Arthrogryposis syndrome,suppressor of cytokine signaling 1
intracellular,SOD1,0.02499748789746869,Arthrogryposis syndrome,superoxide dismutase 1
intracellular,SOD2,0.03151407420896452,Arthrogryposis syndrome,superoxide dismutase 2
intracellular,SON,0.4385270297975478,Intellectual disability,SON DNA and RNA binding protein
intracellular,SON,0.4381574499428631,Intellectual disability,SON DNA and RNA binding protein
intracellular,SORL1,0.03547966604973137,Intellectual disability,sortilin related receptor 1
intracellular,SORL1,0.02344778855832941,Arthrogryposis syndrome,sortilin related receptor 1
intracellular,SOS1,0.1182655534991046,Intellectual disability,SOS Ras/Rac guanine nucleotide exchange factor 1
intracellular,SOS1,0.1182655534991046,Intellectual disability,SOS Ras/Rac guanine nucleotide exchange factor 1
intracellular,SOST,0.034304812756117,Arthrogryposis syndrome,sclerostin
intracellular,SOX11,0.506471487479812,Intellectual disability,SRY-box transcription factor 11
intracellular,SOX11,0.06406759768790764,Arthrogryposis syndrome,SRY-box transcription factor 11
intracellular,SOX17,0.04062976132476269,Arthrogryposis syndrome,SRY-box transcription factor 17
intracellular,SOX2,0.03270781713959611,Intellectual disability,SRY-box transcription factor 2
intracellular,SOX2,0.05663370749195887,Arthrogryposis syndrome,SRY-box transcription factor 2
intracellular,SOX4,0.3682965913003799,Intellectual disability,SRY-box transcription factor 4
intracellular,SOX4,0.38603642432524554,Intellectual disability,SRY-box transcription factor 4
intracellular,SOX5,0.31934779276880604,Intellectual disability,SRY-box transcription factor 5
intracellular,SOX5,0.31934779276880604,Intellectual disability,SRY-box transcription factor 5
intracellular,SOX5,0.29001132991405004,Abnormal pattern of respiration,SRY-box transcription factor 5
intracellular,SOX5,0.05038535760566211,Arthrogryposis syndrome,SRY-box transcription factor 5
intracellular,SOX6,0.3400134663099256,Intellectual disability,SRY-box transcription factor 6
intracellular,SOX6,0.3400134663099256,Intellectual disability,SRY-box transcription factor 6
intracellular,SOX6,0.04290452533034703,Arthrogryposis syndrome,SRY-box transcription factor 6
intracellular,SOX9,0.03055686238533115,CLIFAHDD,SRY-box transcription factor 9
intracellular,SOX9,0.09484644274672316,Arthrogryposis syndrome,SRY-box transcription factor 9
intracellular,SP4,0.03452615002464484,Arthrogryposis syndrome,Sp4 transcription factor
intracellular,SP5,0.05509696473639534,Intellectual disability,Sp5 transcription factor
intracellular,SP6,0.06087508911171379,Arthrogryposis syndrome,Sp6 transcription factor
intracellular,SPAG16,0.1683641560230308,Arthrogryposis syndrome,sperm associated antigen 16
intracellular,SPAG4,0.0413929437246866,Intellectual disability,sperm associated antigen 4
intracellular,SPAG9,0.01182655534991045,Arthrogryposis syndrome,sperm associated antigen 9
intracellular,SPATA5,0.1182655534991046,Intellectual disability,spermatogenesis associated 5
intracellular,SPATA5,0.1182655534991046,Intellectual disability,spermatogenesis associated 5
intracellular,SPC24,0.01182655534991045,Arthrogryposis syndrome,SPC24 component of NDC80 kinetochore complex
intracellular,SPECC1L,0.05053080563176586,Intellectual disability,sperm antigen with calponin homology and coiled-coil domains 1 like
intracellular,SPECC1L-ADORA2A,0.05053080563176586,Intellectual disability,SPECC1L-ADORA2A readthrough (NMD candidate)
intracellular,SPEG,0.02554085921887408,Intellectual disability,striated muscle enriched protein kinase
intracellular,SPG11,0.15091177399625322,Intellectual disability,"SPG11 vesicle trafficking associated, spatacsin"
intracellular,SPG11,0.15091177399625322,Intellectual disability,"SPG11 vesicle trafficking associated, spatacsin"
intracellular,SPG7,0.3326218692162316,Intellectual disability,"SPG7 matrix AAA peptidase subunit, paraplegin"
intracellular,SPG7,0.3326218692162316,Intellectual disability,"SPG7 matrix AAA peptidase subunit, paraplegin"
intracellular,SPIN1,0.03132558848307532,Intellectual disability,spindlin 1
intracellular,SPINK5,0.03859152842617656,Intellectual disability,serine peptidase inhibitor Kazal type 5
intracellular,SPR,0.3400134663099256,Intellectual disability,sepiapterin reductase
intracellular,SPR,0.3400134663099256,Intellectual disability,sepiapterin reductase
intracellular,SPRR1A,0.04967153246962393,Intellectual disability,small proline rich protein 1A
intracellular,SPRR1B,0.04967153246962393,Intellectual disability,small proline rich protein 1B
intracellular,SPRY2,0.04497786831512822,Arthrogryposis syndrome,sprouty RTK signaling antagonist 2
intracellular,SPRY4,0.04616052385011925,Arthrogryposis syndrome,sprouty RTK signaling antagonist 4
intracellular,SPTAN1,0.1673765565224567,Intellectual disability,"spectrin alpha, non-erythrocytic 1"
intracellular,SPTAN1,0.1673765565224567,Intellectual disability,"spectrin alpha, non-erythrocytic 1"
